Facing,Square Feet,BHK Apartment,Price,Furnish Status,Deposit Status,Bathroom Count,Location,Amenities
North facing,500,1 BHK Apartment,18200 ,Semi-Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Swimming Pool, Lift(s), Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Indoor Games, Car Parking, Gymnasium, Club House, Children's play area, Full Power Backup, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1600,3 BHK Apartment,225000 ,Furnished,No Deposit,3 bathrooms,"Colaba, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1700,3 BHK Apartment,85000 ,Unfurnished,No Deposit,3 bathrooms,"Seawoods, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Swimming Pool, Hospital, School, Shopping Mall, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility, Landscaped Gardens"
North facing,1200,2 BHK Apartment,53000 ,Semi-Furnished,No Deposit,2 bathrooms,"Seawoods, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Club House, Children's play area, 24 X 7 Security, Full Power Backup, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,40000 ,Semi-Furnished,No Deposit,2 bathrooms,"Vashi, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,3000,6 BHK Villa,100000 ,Unfurnished,No Deposit,4 bathrooms,"Vashi, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,590,1 BHK Apartment,34000 ,Semi-Furnished,No Deposit,1 bathrooms,"Thane West, Mumbai","Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens"
East facing,950,2 BHK Apartment,80000 ,Semi-Furnished,No Deposit,2 bathrooms,"Powai, Mumbai","Full Power Backup, Multipurpose Room, Lift(s), Rain Water Harvesting, Cafeteria, Maintenance Staff, Jogging Track, 24 X 7 Security, Swimming Pool, Gymnasium, Club House, Children's play area, Landscaped Gardens, Sports Facility"
null,550,1 BHK Apartment,12000 ,Unfurnished,No Deposit,1 bathrooms,"Dombivali East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Lift(s), Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Full Power Backup, Gymnasium, Club House, Vaastu Compliant, Children's play area, Sports Facility, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
null,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Lift(s), Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Full Power Backup, Gymnasium, Club House, Vaastu Compliant, Children's play area, Sports Facility, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
East facing,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Sports Facility, Lift(s), Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, Full Power Backup, Gymnasium, Club House, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
East facing,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Sports Facility, Lift(s), Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, Full Power Backup, Gymnasium, Club House, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
East facing,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Sports Facility, Lift(s), Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, Full Power Backup, Gymnasium, Club House, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
East facing,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Sports Facility, Lift(s), Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, Full Power Backup, Gymnasium, Club House, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
East facing,450,1 RK Studio Apartment,3000 ,Unfurnished,No Deposit,1 bathrooms,"Badlapur East, Mumbai","Car Parking, Multipurpose Room, Sports Facility, Lift(s), Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, Full Power Backup, Gymnasium, Club House, 24 X 7 Security, Landscaped Gardens, Swimming Pool"
null,600,1 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Bandra West, Mumbai","Children's play area, Lift(s), Full Power Backup, 24 X 7 Security, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,600,1 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Bandra West, Mumbai","Children's play area, Lift(s), Full Power Backup, 24 X 7 Security, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,600,1 BHK Apartment,50000 ,Furnished,No Deposit,2 bathrooms,"Andheri East, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
East facing,600,1 BHK Apartment,50000 ,Furnished,No Deposit,2 bathrooms,"Andheri East, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
NorthWest facing,2175,3 BHK Apartment,230000 ,Semi-Furnished,No Deposit,3 bathrooms,"Parel, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
SouthWest facing,2900,4 BHK Apartment,375000 ,Furnished,No Deposit,4 bathrooms,"Worli, Mumbai","Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Children's play area, Staff Quarter, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens"
NorthEast facing,650,2 BHK Apartment,50000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Lift(s), 24 X 7 Security, Children's play area, Club House, Full Power Backup, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens, Gymnasium"
null,950,2 BHK Apartment,16000 ,Furnished,No Deposit,2 bathrooms,"Kalyan West, Mumbai","Sports Facility, Club House, Children's play area, Full Power Backup, Lift(s), 24 X 7 Security, Gymnasium, Swimming Pool, Jogging Track, Landscaped Gardens"
West facing,750,2 BHK Apartment,70000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
East facing,1350,3 BHK Apartment,148000 ,Furnished,No Deposit,3 bathrooms,"Andheri West, Mumbai","Indoor Games, Shopping Mall, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens"
West facing,450,1 BHK Apartment,51000 ,Unfurnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Vaastu Compliant, Children's play area, Club House, Sports Facility, Landscaped Gardens"
West facing,950,2 BHK Apartment,60000 ,Furnished,No Deposit,2 bathrooms,"Powai, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,800,2 BHK Apartment,70000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
NorthWest facing,2175,3 BHK Apartment,230000 ,Semi-Furnished,No Deposit,3 bathrooms,"Parel, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
SouthWest facing,2900,4 BHK Apartment,375000 ,Furnished,No Deposit,4 bathrooms,"Worli, Mumbai","Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Children's play area, Staff Quarter, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens"
NorthEast facing,650,2 BHK Apartment,50000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Lift(s), 24 X 7 Security, Children's play area, Club House, Full Power Backup, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens, Gymnasium"
null,800,1 BHK Apartment,42000 ,Unfurnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,500,1 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Children's play area, Sports Facility, Landscaped Gardens"
North facing,900,2 BHK Apartment,85000 ,Unfurnished,No Deposit,2 bathrooms,"Ville Parle East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1200,2 BHK Apartment,60000 ,Furnished,No Deposit,2 bathrooms,"Sanpada, Mumbai","Rain Water Harvesting, Jogging Track, Vaastu Compliant, 24 X 7 Security, Gymnasium, Club House, Full Power Backup, Swimming Pool, Sports Facility, Children's play area, Lift(s), Landscaped Gardens"
West facing,1300,3 BHK Apartment,120000 ,Furnished,No Deposit,3 bathrooms,"Ville Parle East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,600,1 BHK Apartment,50000 ,Furnished,No Deposit,2 bathrooms,"Andheri East, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
East facing,600,1 BHK Apartment,50000 ,Furnished,No Deposit,2 bathrooms,"Andheri East, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,4500 ,Semi-Furnished,No Deposit,2 bathrooms,"Palghar, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
South facing,900,2 BHK Apartment,80000 ,Unfurnished,No Deposit,2 bathrooms,"Ville Parle East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1235,3 BHK Apartment,75000 ,Furnished,No Deposit,2 bathrooms,"Kandivali East, Mumbai","Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens"
NorthWest facing,735,2 BHK Apartment,40000 ,Semi-Furnished,No Deposit,2 bathrooms,"Vikhroli, Mumbai","Rain Water Harvesting, Intercom, Full Power Backup, Vaastu Compliant, Lift(s), Club House, 24 X 7 Security, Swimming Pool, Sports Facility, Jogging Track, Children's play area, Landscaped Gardens, Gymnasium"
null,750,1 BHK Apartment,24000 ,Unfurnished,No Deposit,2 bathrooms,"Bhandup West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,800,1 BHK Apartment,42000 ,Unfurnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,500,1 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Children's play area, Sports Facility, Landscaped Gardens"
null,1058,2 BHK Apartment,160000 ,Unfurnished,No Deposit,3 bathrooms,"Worli, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Golf Course, Club House, Cafeteria, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant"
null,3200,4 BHK Apartment,525000 ,Semi-Furnished,No Deposit,4 bathrooms,"Malabar Hill, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
null,800,2 BHK Apartment,75000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,750,2 BHK Apartment,70000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
North facing,900,2 BHK Apartment,85000 ,Unfurnished,No Deposit,2 bathrooms,"Ville Parle East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,800,2 BHK Apartment,70000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
null,1200,2 BHK Apartment,60000 ,Furnished,No Deposit,2 bathrooms,"Sanpada, Mumbai","Rain Water Harvesting, Jogging Track, Vaastu Compliant, 24 X 7 Security, Gymnasium, Club House, Full Power Backup, Swimming Pool, Sports Facility, Children's play area, Lift(s), Landscaped Gardens"
